session,subject_file,subject_id,clip,window_count,feature_shape
session_1,sub14_20200912.npy,sub14,clip_9,36,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_10,42,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_11,12,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_12,27,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_13,54,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_14,42,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_15,64,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_16,35,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_17,17,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_18,44,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_19,35,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_20,12,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_21,28,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_22,28,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_23,43,"(5, 62)"
session_1,sub14_20200912.npy,sub14,clip_24,34,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_1,42,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_2,17,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_3,49,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_4,32,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_5,22,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_6,38,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_7,38,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_8,52,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_9,36,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_10,42,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_11,12,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_12,27,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_13,54,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_14,42,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_15,64,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_16,35,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_17,17,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_18,44,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_19,35,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_20,12,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_21,28,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_22,28,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_23,43,"(5, 62)"
session_1,sub15_20200925.npy,sub15,clip_24,34,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_1,42,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_2,17,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_3,49,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_4,32,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_5,22,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_6,38,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_7,38,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_8,52,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_9,36,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_10,42,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_11,12,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_12,27,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_13,54,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_14,42,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_15,64,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_16,35,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_17,17,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_18,44,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_19,35,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_20,12,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_21,28,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_22,28,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_23,43,"(5, 62)"
session_1,sub16_20200720.npy,sub16,clip_24,34,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_1,42,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_2,17,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_3,49,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_4,32,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_5,22,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_6,38,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_7,38,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_8,52,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_9,36,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_10,42,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_11,12,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_12,27,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_13,54,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_14,42,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_15,64,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_16,35,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_17,17,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_18,44,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_19,35,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_20,12,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_21,28,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_22,28,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_23,43,"(5, 62)"
session_1,sub17_20201114.npy,sub17,clip_24,34,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_1,42,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_2,17,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_3,49,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_4,32,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_5,22,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_6,38,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_7,38,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_8,52,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_9,36,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_10,42,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_11,12,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_12,27,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_13,54,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_14,42,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_15,64,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_16,35,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_17,17,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_18,44,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_19,35,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_20,12,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_21,28,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_22,28,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_23,43,"(5, 62)"
session_1,sub18_20201001.npy,sub18,clip_24,34,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_1,42,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_2,17,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_3,49,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_4,32,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_5,22,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_6,38,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_7,38,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_8,52,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_9,36,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_10,42,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_11,12,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_12,27,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_13,54,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_14,42,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_15,64,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_16,35,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_17,17,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_18,44,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_19,35,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_20,12,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_21,28,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_22,28,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_23,43,"(5, 62)"
session_1,sub19_20200701.npy,sub19,clip_24,34,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_1,42,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_2,17,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_3,49,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_4,32,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_5,22,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_6,38,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_7,38,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_8,52,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_9,36,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_10,42,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_11,12,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_12,27,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_13,54,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_14,42,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_15,64,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_16,35,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_17,17,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_18,44,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_19,35,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_20,12,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_21,28,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_22,28,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_23,43,"(5, 62)"
session_1,sub1_20201114.npy,sub1,clip_24,34,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_1,42,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_2,17,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_3,49,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_4,32,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_5,22,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_6,38,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_7,38,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_8,52,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_9,36,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_10,42,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_11,12,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_12,27,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_13,54,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_14,42,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_15,64,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_16,35,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_17,17,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_18,44,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_19,35,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_20,12,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_21,28,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_22,28,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_23,43,"(5, 62)"
session_1,sub20_20200904.npy,sub20,clip_24,34,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_1,42,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_2,17,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_3,49,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_4,32,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_5,22,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_6,38,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_7,38,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_8,52,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_9,36,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_10,42,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_11,12,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_12,27,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_13,54,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_14,42,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_15,64,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_16,35,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_17,17,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_18,44,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_19,35,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_20,12,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_21,28,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_22,28,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_23,43,"(5, 62)"
session_1,sub21_20200704.npy,sub21,clip_24,34,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_1,42,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_2,17,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_3,49,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_4,32,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_5,22,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_6,38,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_7,38,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_8,52,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_9,36,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_10,42,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_11,12,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_12,27,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_13,54,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_14,42,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_15,64,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_16,35,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_17,17,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_18,44,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_19,35,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_20,12,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_21,28,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_22,28,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_23,43,"(5, 62)"
session_1,sub22_20200627.npy,sub22,clip_24,34,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_1,42,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_2,17,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_3,49,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_4,32,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_5,22,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_6,38,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_7,38,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_8,52,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_9,36,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_10,42,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_11,12,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_12,27,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_13,54,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_14,42,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_15,64,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_16,35,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_17,17,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_18,44,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_19,35,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_20,12,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_21,28,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_22,28,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_23,43,"(5, 62)"
session_1,sub23_20200919.npy,sub23,clip_24,34,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_1,42,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_2,17,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_3,49,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_4,32,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_5,22,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_6,38,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_7,38,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_8,52,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_9,36,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_10,42,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_11,12,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_12,27,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_13,54,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_14,42,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_15,64,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_16,35,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_17,17,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_18,44,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_19,35,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_20,12,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_21,28,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_22,28,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_23,43,"(5, 62)"
session_1,sub24_20200629.npy,sub24,clip_24,34,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_1,42,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_2,17,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_3,49,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_4,32,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_5,22,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_6,38,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_7,38,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_8,52,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_9,36,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_10,42,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_11,12,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_12,27,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_13,54,"(5, 62)"
session_1,sub25_20190706.npy,sub25,clip_14,42,"(5, 62)"
